Sport,Team Name,Wins,Losses,Year,Zscore,AbsValZscore
MLB,Baltimore Orioles,108,54,1970,4.242640687119286,4.242640687119286
MLB,Cincinnati Reds,102,60,1970,3.2998316455372216,3.2998316455372216
MLB,Minnesota Twins,98,64,1970,2.671292284482513,2.671292284482513
MLB,New York Yankees,93,69,1970,1.8856180831641267,1.8856180831641267
MLB,Pittsburgh Pirates,89,73,1970,1.2570787221094177,1.2570787221094177
MLB,Oakland Athletics,89,73,1970,1.2570787221094177,1.2570787221094177
MLB,Los Angeles Dodgers,87,74,1970,1.0245435281108308,1.0245435281108308
MLB,Boston Red Sox,87,75,1970,0.9428090415820634,0.9428090415820634
MLB,San Francisco Giants,86,76,1970,0.7856742013183862,0.7856742013183862
MLB,California Angels,86,76,1970,0.7856742013183862,0.7856742013183862
MLB,Chicago Cubs,84,78,1970,0.4714045207910317,0.4714045207910317
MLB,New York Mets,83,79,1970,0.31426968052735443,0.31426968052735443
MLB,Detroit Tigers,79,83,1970,-0.31426968052735443,0.31426968052735443
MLB,Houston Astros,79,83,1970,-0.31426968052735443,0.31426968052735443
MLB,St. Louis Cardinals,76,86,1970,-0.7856742013183862,0.7856742013183862
MLB,Atlanta Braves,76,86,1970,-0.7856742013183862,0.7856742013183862
MLB,Cleveland Indians,76,86,1970,-0.7856742013183862,0.7856742013183862
MLB,Philadelphia Phillies,73,88,1970,-1.182165609358651,1.182165609358651
MLB,Montreal Expos,73,89,1970,-1.2570787221094177,1.2570787221094177
MLB,Washington Senators,70,92,1970,-1.7284832429004495,1.7284832429004495
MLB,Kansas City Royals,65,97,1970,-2.5141574442188355,2.5141574442188355
MLB,Milwaukee Brewers,65,97,1970,-2.5141574442188355,2.5141574442188355
MLB,San Diego Padres,63,99,1970,-2.8284271247461903,2.8284271247461903
MLB,Chicago White Sox,56,106,1970,-3.928371006591931,3.928371006591931
MLB,Baltimore Orioles,101,57,1971,3.500452050373212,3.500452050373212
MLB,Oakland Athletics,101,60,1971,3.2312526655803127,3.2312526655803127
MLB,Pittsburgh Pirates,97,65,1971,2.5141574442188355,2.5141574442188355
MLB,Detroit Tigers,91,71,1971,1.5713484026367723,1.5713484026367723
MLB,San Francisco Giants,90,72,1971,1.4142135623730951,1.4142135623730951
MLB,St. Louis Cardinals,90,72,1971,1.4142135623730951,1.4142135623730951
MLB,Los Angeles Dodgers,89,73,1971,1.2570787221094177,1.2570787221094177
MLB,Kansas City Royals,85,76,1971,0.7092993656151906,0.7092993656151906
MLB,Boston Red Sox,85,77,1971,0.6285393610547089,0.6285393610547089
MLB,Chicago Cubs,83,79,1971,0.31426968052735443,0.31426968052735443
MLB,New York Mets,83,79,1971,0.31426968052735443,0.31426968052735443
MLB,Atlanta Braves,82,80,1971,0.15713484026367722,0.15713484026367722
MLB,New York Yankees,82,80,1971,0.15713484026367722,0.15713484026367722
MLB,Chicago White Sox,79,83,1971,-0.31426968052735443,0.31426968052735443
MLB,Cincinnati Reds,79,83,1971,-0.31426968052735443,0.31426968052735443
MLB,Houston Astros,79,83,1971,-0.31426968052735443,0.31426968052735443
MLB,California Angels,76,86,1971,-0.7856742013183862,0.7856742013183862
MLB,Minnesota Twins,74,86,1971,-0.9486832980505138,0.9486832980505138
MLB,Montreal Expos,71,90,1971,-1.4974097718542911,1.4974097718542911
MLB,Milwaukee Brewers,69,92,1971,-1.8126539343499315,1.8126539343499315
MLB,Philadelphia Phillies,67,95,1971,-2.199887763691481,2.199887763691481
MLB,Washington Senators,63,96,1971,-2.6170702328698754,2.6170702328698754
MLB,San Diego Padres,61,100,1971,-3.0736305843324927,3.0736305843324927
MLB,Cleveland Indians,60,102,1971,-3.2998316455372216,3.2998316455372216
MLB,Pittsburgh Pirates,96,59,1972,2.9719115169392456,2.9719115169392456
MLB,Cincinnati Reds,95,59,1972,2.900962670491369,2.900962670491369
MLB,Oakland Athletics,93,62,1972,2.4899799195977463,2.4899799195977463
MLB,Chicago White Sox,87,67,1972,1.6116459280507605,1.6116459280507605
MLB,Detroit Tigers,86,70,1972,1.281025230440697,1.281025230440697
MLB,Houston Astros,84,69,1972,1.212678125181665,1.212678125181665
MLB,Boston Red Sox,85,70,1972,1.2048289933537484,1.2048289933537484
MLB,Chicago Cubs,85,70,1972,1.2048289933537484,1.2048289933537484
MLB,Los Angeles Dodgers,85,70,1972,1.2048289933537484,1.2048289933537484
MLB,New York Mets,83,73,1972,0.8006407690254357,0.8006407690254357
MLB,Baltimore Orioles,80,74,1972,0.48349377841522817,0.48349377841522817
MLB,New York Yankees,79,76,1972,0.24096579867074966,0.24096579867074966
MLB,Minnesota Twins,77,77,1972,0.0,0.0
MLB,Kansas City Royals,76,78,1972,-0.16116459280507606,0.16116459280507606
MLB,California Angels,75,80,1972,-0.4016096644512494,0.4016096644512494
MLB,St. Louis Cardinals,75,81,1972,-0.48038446141526137,0.48038446141526137
MLB,Cleveland Indians,72,84,1972,-0.9607689228305227,0.9607689228305227
MLB,Atlanta Braves,70,84,1972,-1.1281521496355325,1.1281521496355325
MLB,Montreal Expos,70,86,1972,-1.281025230440697,1.281025230440697
MLB,San Francisco Giants,69,86,1972,-1.365472859134248,1.365472859134248
MLB,Milwaukee Brewers,65,91,1972,-2.0816659994661326,2.0816659994661326
MLB,San Diego Padres,58,95,1972,-2.99127270878144,2.99127270878144
MLB,Philadelphia Phillies,59,97,1972,-3.0424349222966556,3.0424349222966556
MLB,Texas Rangers,54,100,1972,-3.7067856345167494,3.7067856345167494
MLB,Cincinnati Reds,99,63,1973,2.8284271247461903,2.8284271247461903
MLB,Baltimore Orioles,97,65,1973,2.5141574442188355,2.5141574442188355
MLB,Los Angeles Dodgers,95,66,1973,2.285520178093392,2.285520178093392
MLB,Oakland Athletics,94,68,1973,2.042752923427804,2.042752923427804
MLB,Boston Red Sox,89,73,1973,1.2570787221094177,1.2570787221094177
MLB,Kansas City Royals,88,74,1973,1.0999438818457405,1.0999438818457405
MLB,San Francisco Giants,88,74,1973,1.0999438818457405,1.0999438818457405
MLB,Detroit Tigers,85,77,1973,0.6285393610547089,0.6285393610547089
MLB,New York Mets,82,79,1973,0.23643312187173018,0.23643312187173018
MLB,Houston Astros,82,80,1973,0.15713484026367722,0.15713484026367722
MLB,St. Louis Cardinals,81,81,1973,0.0,0.0
MLB,Minnesota Twins,81,81,1973,0.0,0.0
MLB,Pittsburgh Pirates,80,82,1973,-0.15713484026367722,0.15713484026367722
MLB,New York Yankees,80,82,1973,-0.15713484026367722,0.15713484026367722
MLB,California Angels,79,83,1973,-0.31426968052735443,0.31426968052735443
MLB,Montreal Expos,79,83,1973,-0.31426968052735443,0.31426968052735443
MLB,Chicago Cubs,77,84,1973,-0.5516772843673704,0.5516772843673704
MLB,Chicago White Sox,77,85,1973,-0.6285393610547089,0.6285393610547089
MLB,Atlanta Braves,76,85,1973,-0.7092993656151906,0.7092993656151906
MLB,Milwaukee Brewers,74,88,1973,-1.0999438818457405,1.0999438818457405
MLB,Philadelphia Phillies,71,91,1973,-1.5713484026367723,1.5713484026367723
MLB,Cleveland Indians,71,91,1973,-1.5713484026367723,1.5713484026367723
MLB,San Diego Padres,60,102,1973,-3.2998316455372216,3.2998316455372216
MLB,Texas Rangers,57,105,1973,-3.7712361663282534,3.7712361663282534
MLB,Los Angeles Dodgers,102,60,1974,3.2998316455372216,3.2998316455372216
MLB,Cincinnati Reds,98,64,1974,2.671292284482513,2.671292284482513
MLB,Baltimore Orioles,91,71,1974,1.5713484026367723,1.5713484026367723
MLB,Oakland Athletics,90,72,1974,1.4142135623730951,1.4142135623730951
MLB,New York Yankees,89,73,1974,1.2570787221094177,1.2570787221094177
MLB,Pittsburgh Pirates,88,74,1974,1.0999438818457405,1.0999438818457405
MLB,Atlanta Braves,88,74,1974,1.0999438818457405,1.0999438818457405
MLB,St. Louis Cardinals,86,75,1974,0.8669214468630108,0.8669214468630108
MLB,Texas Rangers,84,76,1974,0.6324555320336759,0.6324555320336759
MLB,Boston Red Sox,84,78,1974,0.4714045207910317,0.4714045207910317
MLB,Minnesota Twins,82,80,1974,0.15713484026367722,0.15713484026367722
MLB,Chicago White Sox,80,80,1974,0.0,0.0
MLB,Houston Astros,81,81,1974,0.0,0.0
MLB,Philadelphia Phillies,80,82,1974,-0.15713484026367722,0.15713484026367722
MLB,Montreal Expos,79,82,1974,-0.23643312187173018,0.23643312187173018
MLB,Cleveland Indians,77,85,1974,-0.6285393610547089,0.6285393610547089
MLB,Kansas City Royals,77,85,1974,-0.6285393610547089,0.6285393610547089
MLB,Milwaukee Brewers,76,86,1974,-0.7856742013183862,0.7856742013183862
MLB,San Francisco Giants,72,90,1974,-1.4142135623730951,1.4142135623730951
MLB,Detroit Tigers,72,90,1974,-1.4142135623730951,1.4142135623730951
MLB,New York Mets,71,91,1974,-1.5713484026367723,1.5713484026367723
MLB,California Angels,68,94,1974,-2.042752923427804,2.042752923427804
MLB,Chicago Cubs,66,96,1974,-2.3570226039551585,2.3570226039551585
MLB,San Diego Padres,60,102,1974,-3.2998316455372216,3.2998316455372216
MLB,Cincinnati Reds,108,54,1975,4.242640687119286,4.242640687119286
MLB,Oakland Athletics,98,64,1975,2.671292284482513,2.671292284482513
MLB,Boston Red Sox,95,65,1975,2.3717082451262845,2.3717082451262845
MLB,Pittsburgh Pirates,92,69,1975,1.8126539343499315,1.8126539343499315
MLB,Baltimore Orioles,90,69,1975,1.6654083300081026,1.6654083300081026
MLB,Kansas City Royals,91,71,1975,1.5713484026367723,1.5713484026367723
MLB,Los Angeles Dodgers,88,74,1975,1.0999438818457405,1.0999438818457405
MLB,Philadelphia Phillies,86,76,1975,0.7856742013183862,0.7856742013183862
MLB,New York Yankees,83,77,1975,0.4743416490252569,0.4743416490252569
MLB,St. Louis Cardinals,82,80,1975,0.15713484026367722,0.15713484026367722
MLB,New York Mets,82,80,1975,0.15713484026367722,0.15713484026367722
MLB,San Francisco Giants,80,81,1975,-0.07881104062391006,0.07881104062391006
MLB,Cleveland Indians,79,80,1975,-0.07930515857181442,0.07930515857181442
MLB,Texas Rangers,79,83,1975,-0.31426968052735443,0.31426968052735443
MLB,Minnesota Twins,76,83,1975,-0.5551361100027009,0.5551361100027009
MLB,Chicago White Sox,75,86,1975,-0.8669214468630108,0.8669214468630108
MLB,Chicago Cubs,75,87,1975,-0.9428090415820634,0.9428090415820634
MLB,Montreal Expos,75,87,1975,-0.9428090415820634,0.9428090415820634
MLB,California Angels,72,89,1975,-1.3397876906064712,1.3397876906064712
MLB,San Diego Padres,71,91,1975,-1.5713484026367723,1.5713484026367723
MLB,Milwaukee Brewers,68,94,1975,-2.042752923427804,2.042752923427804
MLB,Atlanta Braves,67,94,1975,-2.1278980968455716,2.1278980968455716
MLB,Houston Astros,64,97,1975,-2.600764340589032,2.600764340589032
MLB,Detroit Tigers,57,102,1975,-3.5687321357316484,3.5687321357316484
MLB,Cincinnati Reds,102,60,1976,3.2998316455372216,3.2998316455372216
MLB,Philadelphia Phillies,101,61,1976,3.1426968052735447,3.1426968052735447
MLB,New York Yankees,97,62,1976,2.7756805500135044,2.7756805500135044
MLB,Pittsburgh Pirates,92,70,1976,1.7284832429004495,1.7284832429004495
MLB,Los Angeles Dodgers,92,70,1976,1.7284832429004495,1.7284832429004495
MLB,Kansas City Royals,90,72,1976,1.4142135623730951,1.4142135623730951
MLB,Baltimore Orioles,88,74,1976,1.0999438818457405,1.0999438818457405
MLB,Oakland Athletics,87,74,1976,1.0245435281108308,1.0245435281108308
MLB,New York Mets,86,76,1976,0.7856742013183862,0.7856742013183862
MLB,Minnesota Twins,85,77,1976,0.6285393610547089,0.6285393610547089
MLB,Boston Red Sox,83,79,1976,0.31426968052735443,0.31426968052735443
MLB,Cleveland Indians,81,78,1976,0.23791547571544325,0.23791547571544325
MLB,Houston Astros,80,82,1976,-0.15713484026367722,0.15713484026367722
MLB,Texas Rangers,76,86,1976,-0.7856742013183862,0.7856742013183862
MLB,California Angels,76,86,1976,-0.7856742013183862,0.7856742013183862
MLB,Chicago Cubs,75,87,1976,-0.9428090415820634,0.9428090415820634
MLB,Detroit Tigers,74,87,1976,-1.0245435281108308,1.0245435281108308
MLB,San Francisco Giants,74,88,1976,-1.0999438818457405,1.0999438818457405
MLB,San Diego Padres,73,89,1976,-1.2570787221094177,1.2570787221094177
MLB,St. Louis Cardinals,72,90,1976,-1.4142135623730951,1.4142135623730951
MLB,Atlanta Braves,70,92,1976,-1.7284832429004495,1.7284832429004495
MLB,Milwaukee Brewers,66,95,1976,-2.285520178093392,2.285520178093392
MLB,Chicago White Sox,64,97,1976,-2.600764340589032,2.600764340589032
MLB,Montreal Expos,55,107,1976,-4.085505846855608,4.085505846855608
MLB,Kansas City Royals,102,60,1977,3.2998316455372216,3.2998316455372216
MLB,Philadelphia Phillies,101,61,1977,3.1426968052735447,3.1426968052735447
MLB,New York Yankees,100,62,1977,2.9855619650098673,2.9855619650098673
MLB,Los Angeles Dodgers,98,64,1977,2.671292284482513,2.671292284482513
MLB,Baltimore Orioles,97,64,1977,2.600764340589032,2.600764340589032
MLB,Boston Red Sox,97,64,1977,2.600764340589032,2.600764340589032
MLB,Pittsburgh Pirates,96,66,1977,2.3570226039551585,2.3570226039551585
MLB,Texas Rangers,94,68,1977,2.042752923427804,2.042752923427804
MLB,Chicago White Sox,90,72,1977,1.4142135623730951,1.4142135623730951
MLB,Cincinnati Reds,88,74,1977,1.0999438818457405,1.0999438818457405
MLB,Minnesota Twins,84,77,1977,0.5516772843673704,0.5516772843673704
MLB,St. Louis Cardinals,83,79,1977,0.31426968052735443,0.31426968052735443
MLB,Houston Astros,81,81,1977,0.0,0.0
MLB,Chicago Cubs,81,81,1977,0.0,0.0
MLB,San Francisco Giants,75,87,1977,-0.9428090415820634,0.9428090415820634
MLB,Montreal Expos,75,87,1977,-0.9428090415820634,0.9428090415820634
MLB,Detroit Tigers,74,88,1977,-1.0999438818457405,1.0999438818457405
MLB,California Angels,74,88,1977,-1.0999438818457405,1.0999438818457405
MLB,Cleveland Indians,71,90,1977,-1.4974097718542911,1.4974097718542911
MLB,San Diego Padres,69,93,1977,-1.8856180831641267,1.8856180831641267
MLB,Milwaukee Brewers,67,95,1977,-2.199887763691481,2.199887763691481
MLB,Seattle Mariners,64,98,1977,-2.671292284482513,2.671292284482513
MLB,New York Mets,64,98,1977,-2.671292284482513,2.671292284482513
MLB,Oakland Athletics,63,98,1977,-2.7583864218368523,2.7583864218368523
MLB,Atlanta Braves,61,101,1977,-3.1426968052735447,3.1426968052735447
MLB,Toronto Blue Jays,54,107,1977,-4.176985153067234,4.176985153067234
MLB,New York Yankees,100,63,1978,2.8980636649554423,2.8980636649554423
MLB,Boston Red Sox,99,64,1978,2.741411574957851,2.741411574957851
MLB,Los Angeles Dodgers,95,67,1978,2.199887763691481,2.199887763691481
MLB,Milwaukee Brewers,93,69,1978,1.8856180831641267,1.8856180831641267
MLB,Cincinnati Reds,92,69,1978,1.8126539343499315,1.8126539343499315
MLB,Kansas City Royals,92,70,1978,1.7284832429004495,1.7284832429004495
MLB,Baltimore Orioles,90,71,1978,1.4974097718542911,1.4974097718542911
MLB,Philadelphia Phillies,90,72,1978,1.4142135623730951,1.4142135623730951
MLB,San Francisco Giants,89,73,1978,1.2570787221094177,1.2570787221094177
MLB,Pittsburgh Pirates,88,73,1978,1.182165609358651,1.182165609358651
MLB,Texas Rangers,87,75,1978,0.9428090415820634,0.9428090415820634
MLB,California Angels,87,75,1978,0.9428090415820634,0.9428090415820634
MLB,Detroit Tigers,86,76,1978,0.7856742013183862,0.7856742013183862
MLB,San Diego Padres,84,78,1978,0.4714045207910317,0.4714045207910317
MLB,Chicago Cubs,79,83,1978,-0.31426968052735443,0.31426968052735443
MLB,Montreal Expos,76,86,1978,-0.7856742013183862,0.7856742013183862
MLB,Houston Astros,74,88,1978,-1.0999438818457405,1.0999438818457405
MLB,Minnesota Twins,73,89,1978,-1.2570787221094177,1.2570787221094177
MLB,Chicago White Sox,71,90,1978,-1.4974097718542911,1.4974097718542911
MLB,Cleveland Indians,69,90,1978,-1.6654083300081026,1.6654083300081026
MLB,St. Louis Cardinals,69,93,1978,-1.8856180831641267,1.8856180831641267
MLB,Atlanta Braves,69,93,1978,-1.8856180831641267,1.8856180831641267
MLB,Oakland Athletics,69,93,1978,-1.8856180831641267,1.8856180831641267
MLB,New York Mets,66,96,1978,-2.3570226039551585,2.3570226039551585
MLB,Toronto Blue Jays,59,102,1978,-3.3888747468281326,3.3888747468281326
MLB,Seattle Mariners,56,104,1978,-3.794733192202055,3.794733192202055
MLB,Baltimore Orioles,102,57,1979,3.5687321357316484,3.5687321357316484
MLB,Pittsburgh Pirates,98,64,1979,2.671292284482513,2.671292284482513
MLB,Montreal Expos,95,65,1979,2.3717082451262845,2.3717082451262845
MLB,Milwaukee Brewers,95,66,1979,2.285520178093392,2.285520178093392
MLB,Boston Red Sox,91,69,1979,1.7392527130926085,1.7392527130926085
MLB,Cincinnati Reds,90,71,1979,1.4974097718542911,1.4974097718542911
MLB,New York Yankees,89,71,1979,1.4230249470757705,1.4230249470757705
MLB,Houston Astros,89,73,1979,1.2570787221094177,1.2570787221094177
MLB,California Angels,88,74,1979,1.0999438818457405,1.0999438818457405
MLB,St. Louis Cardinals,86,76,1979,0.7856742013183862,0.7856742013183862
MLB,Detroit Tigers,85,76,1979,0.7092993656151906,0.7092993656151906
MLB,Kansas City Royals,85,77,1979,0.6285393610547089,0.6285393610547089
MLB,Philadelphia Phillies,84,78,1979,0.4714045207910317,0.4714045207910317
MLB,Texas Rangers,83,79,1979,0.31426968052735443,0.31426968052735443
MLB,Minnesota Twins,82,80,1979,0.15713484026367722,0.15713484026367722
MLB,Cleveland Indians,81,80,1979,0.07881104062391006,0.07881104062391006
MLB,Chicago Cubs,80,82,1979,-0.15713484026367722,0.15713484026367722
MLB,Los Angeles Dodgers,79,83,1979,-0.31426968052735443,0.31426968052735443
MLB,Chicago White Sox,73,87,1979,-1.1067971810589328,1.1067971810589328
MLB,San Francisco Giants,71,91,1979,-1.5713484026367723,1.5713484026367723
MLB,San Diego Padres,68,93,1979,-1.9702760155977517,1.9702760155977517
MLB,Seattle Mariners,67,95,1979,-2.199887763691481,2.199887763691481
MLB,Atlanta Braves,66,94,1979,-2.2135943621178655,2.2135943621178655
MLB,New York Mets,63,99,1979,-2.8284271247461903,2.8284271247461903
MLB,Oakland Athletics,54,108,1979,-4.242640687119286,4.242640687119286
MLB,Toronto Blue Jays,53,109,1979,-4.399775527382962,4.399775527382962
MLB,New York Yankees,103,59,1980,3.456966485800899,3.456966485800899
MLB,Baltimore Orioles,100,62,1980,2.9855619650098673,2.9855619650098673
MLB,Kansas City Royals,97,65,1980,2.5141574442188355,2.5141574442188355
MLB,Houston Astros,93,70,1980,1.801499034972302,1.801499034972302
MLB,Los Angeles Dodgers,92,71,1980,1.6448469449747105,1.6448469449747105
MLB,Philadelphia Phillies,91,71,1980,1.5713484026367723,1.5713484026367723
MLB,Montreal Expos,90,72,1980,1.4142135623730951,1.4142135623730951
MLB,Cincinnati Reds,89,73,1980,1.2570787221094177,1.2570787221094177
MLB,Milwaukee Brewers,86,76,1980,0.7856742013183862,0.7856742013183862
MLB,Boston Red Sox,83,77,1980,0.4743416490252569,0.4743416490252569
MLB,Detroit Tigers,84,78,1980,0.4714045207910317,0.4714045207910317
MLB,Oakland Athletics,83,79,1980,0.31426968052735443,0.31426968052735443
MLB,Pittsburgh Pirates,83,79,1980,0.31426968052735443,0.31426968052735443
MLB,Atlanta Braves,81,80,1980,0.07881104062391006,0.07881104062391006
MLB,Cleveland Indians,79,81,1980,-0.15811388300841897,0.15811388300841897
MLB,Minnesota Twins,77,84,1980,-0.5516772843673704,0.5516772843673704
MLB,Texas Rangers,76,85,1980,-0.7092993656151906,0.7092993656151906
MLB,San Francisco Giants,75,86,1980,-0.8669214468630108,0.8669214468630108
MLB,St. Louis Cardinals,74,88,1980,-1.0999438818457405,1.0999438818457405
MLB,San Diego Padres,73,89,1980,-1.2570787221094177,1.2570787221094177
MLB,Chicago White Sox,70,90,1980,-1.5811388300841895,1.5811388300841895
MLB,New York Mets,67,95,1980,-2.199887763691481,2.199887763691481
MLB,Toronto Blue Jays,67,95,1980,-2.199887763691481,2.199887763691481
MLB,California Angels,65,95,1980,-2.3717082451262845,2.3717082451262845
MLB,Chicago Cubs,64,98,1980,-2.671292284482513,2.671292284482513
MLB,Seattle Mariners,59,103,1980,-3.456966485800899,3.456966485800899
MLB,Cincinnati Reds,66,42,1981,2.309401076758503,2.309401076758503
MLB,Oakland Athletics,64,45,1981,1.8198699419201876,1.8198699419201876
MLB,St. Louis Cardinals,59,43,1981,1.584236068762679,1.584236068762679
MLB,Los Angeles Dodgers,63,47,1981,1.5255401427929478,1.5255401427929478
MLB,Milwaukee Brewers,62,47,1981,1.436739427831727,1.436739427831727
MLB,Baltimore Orioles,59,46,1981,1.2686700948330931,1.2686700948330931
MLB,Montreal Expos,60,48,1981,1.1547005383792515,1.1547005383792515
MLB,Houston Astros,61,49,1981,1.1441551070947107,1.1441551070947107
MLB,Philadelphia Phillies,59,48,1981,1.0634101379502299,1.0634101379502299
MLB,New York Yankees,59,48,1981,1.0634101379502299,1.0634101379502299
MLB,Detroit Tigers,60,49,1981,1.0536089137432665,1.0536089137432665
MLB,Boston Red Sox,59,49,1981,0.9622504486493763,0.9622504486493763
MLB,Texas Rangers,57,48,1981,0.8783100656536799,0.8783100656536799
MLB,Chicago White Sox,54,52,1981,0.19425717247145283,0.19425717247145283
MLB,Cleveland Indians,52,51,1981,0.09853292781642932,0.09853292781642932
MLB,San Francisco Giants,56,55,1981,0.0949157995752499,0.0949157995752499
MLB,Kansas City Royals,50,53,1981,-0.29559878344928797,0.29559878344928797
MLB,Atlanta Braves,50,56,1981,-0.5827715174143585,0.5827715174143585
MLB,California Angels,51,59,1981,-0.7627700713964739,0.7627700713964739
MLB,Pittsburgh Pirates,46,56,1981,-0.9901475429766744,0.9901475429766744
MLB,Seattle Mariners,44,65,1981,-2.011435198964418,2.011435198964418
MLB,New York Mets,41,62,1981,-2.0691914841450156,2.0691914841450156
MLB,Minnesota Twins,41,68,1981,-2.5861309700971087,2.5861309700971087
MLB,Chicago Cubs,38,65,1981,-2.6603890510435915,2.6603890510435915
MLB,San Diego Padres,41,69,1981,-2.6696952498876585,2.6696952498876585
MLB,Toronto Blue Jays,37,69,1981,-3.1081147595432452,3.1081147595432452
MLB,Milwaukee Brewers,95,67,1982,2.199887763691481,2.199887763691481
MLB,Baltimore Orioles,94,68,1982,2.042752923427804,2.042752923427804
MLB,California Angels,93,69,1982,1.8856180831641267,1.8856180831641267
MLB,St. Louis Cardinals,92,70,1982,1.7284832429004495,1.7284832429004495
MLB,Kansas City Royals,90,72,1982,1.4142135623730951,1.4142135623730951
MLB,Atlanta Braves,89,73,1982,1.2570787221094177,1.2570787221094177
MLB,Philadelphia Phillies,89,73,1982,1.2570787221094177,1.2570787221094177
MLB,Boston Red Sox,89,73,1982,1.2570787221094177,1.2570787221094177
MLB,Los Angeles Dodgers,88,74,1982,1.0999438818457405,1.0999438818457405
MLB,San Francisco Giants,87,75,1982,0.9428090415820634,0.9428090415820634
MLB,Chicago White Sox,87,75,1982,0.9428090415820634,0.9428090415820634
MLB,Montreal Expos,86,76,1982,0.7856742013183862,0.7856742013183862
MLB,Pittsburgh Pirates,84,78,1982,0.4714045207910317,0.4714045207910317
MLB,Detroit Tigers,83,79,1982,0.31426968052735443,0.31426968052735443
MLB,San Diego Padres,81,81,1982,0.0,0.0
MLB,New York Yankees,79,83,1982,-0.31426968052735443,0.31426968052735443
MLB,Toronto Blue Jays,78,84,1982,-0.4714045207910317,0.4714045207910317
MLB,Cleveland Indians,78,84,1982,-0.4714045207910317,0.4714045207910317
MLB,Houston Astros,77,85,1982,-0.6285393610547089,0.6285393610547089
MLB,Seattle Mariners,76,86,1982,-0.7856742013183862,0.7856742013183862
MLB,Chicago Cubs,73,89,1982,-1.2570787221094177,1.2570787221094177
MLB,Oakland Athletics,68,94,1982,-2.042752923427804,2.042752923427804
MLB,New York Mets,65,97,1982,-2.5141574442188355,2.5141574442188355
MLB,Texas Rangers,64,98,1982,-2.671292284482513,2.671292284482513
MLB,Cincinnati Reds,61,101,1982,-3.1426968052735447,3.1426968052735447
MLB,Minnesota Twins,60,102,1982,-3.2998316455372216,3.2998316455372216
MLB,Chicago White Sox,99,63,1983,2.8284271247461903,2.8284271247461903
MLB,Baltimore Orioles,98,64,1983,2.671292284482513,2.671292284482513
MLB,Detroit Tigers,92,70,1983,1.7284832429004495,1.7284832429004495
MLB,Los Angeles Dodgers,91,71,1983,1.5713484026367723,1.5713484026367723
MLB,New York Yankees,91,71,1983,1.5713484026367723,1.5713484026367723
MLB,Philadelphia Phillies,90,72,1983,1.4142135623730951,1.4142135623730951
MLB,Toronto Blue Jays,89,73,1983,1.2570787221094177,1.2570787221094177
MLB,Atlanta Braves,88,74,1983,1.0999438818457405,1.0999438818457405
MLB,Milwaukee Brewers,87,75,1983,0.9428090415820634,0.9428090415820634
MLB,Houston Astros,85,77,1983,0.6285393610547089,0.6285393610547089
MLB,Pittsburgh Pirates,84,78,1983,0.4714045207910317,0.4714045207910317
MLB,Montreal Expos,82,80,1983,0.15713484026367722,0.15713484026367722
MLB,San Diego Padres,81,81,1983,0.0,0.0
MLB,Kansas City Royals,79,83,1983,-0.31426968052735443,0.31426968052735443
MLB,St. Louis Cardinals,79,83,1983,-0.31426968052735443,0.31426968052735443
MLB,San Francisco Giants,79,83,1983,-0.31426968052735443,0.31426968052735443
MLB,Boston Red Sox,78,84,1983,-0.4714045207910317,0.4714045207910317
MLB,Texas Rangers,77,85,1983,-0.6285393610547089,0.6285393610547089
MLB,Oakland Athletics,74,88,1983,-1.0999438818457405,1.0999438818457405
MLB,Cincinnati Reds,74,88,1983,-1.0999438818457405,1.0999438818457405
MLB,Chicago Cubs,71,91,1983,-1.5713484026367723,1.5713484026367723
